norad_id,name,mean_motion_nominal,eccentricity,inclination_deg,bstar,mean_motion_dot,altitude_km_approx,period_minutes
39483,COSMOS 2488 (RODNIK-S 7),12.42905546,0.00207809,82.4835,0.00028205611,4.9e-07,1501.4,115.86
39484,COSMOS 2489 (RODNIK-S 8),12.42879243,0.00226115,82.4872,-0.00010597768,-5e-08,1501.6,115.86
39485,COSMOS 2490 (RODNIK-S 9),12.42877914,0.00225921,82.4819,0.00026752421,4.7e-07,1501.6,115.86
39492,AIST-1 (RS41),14.96053283,0.00154953,82.4153,0.00014672299,1.676e-05,586.2,96.25
39731,KAZEOSAT 1,14.42078566,0.00014638,98.3203,0.00014060573,4.19e-06,758.8,99.86
39761,COSMOS 2496 (RODNIK-S 10),12.42878605,0.00212896,82.4442,0.00056394654,8.8e-07,1501.6,115.86
39762,COSMOS 2497 (RODNIK-S 11),12.42894039,0.00218621,82.4489,0.00020466054,3.8e-07,1501.5,115.86
39763,COSMOS 2498 (RODNIK-S 12),12.42980145,0.0022563,82.4451,0.00027144373,4.8e-07,1501.1,115.85
39765,COSMOS 2499 (RS47),12.82902532,0.02316562,82.4497,-2.1699911e-05,6e-08,1337.0,112.25
40011,HODOYOSHI-4,14.88110373,0.00230275,97.5457,5.6224427e-05,4.67e-06,611.0,96.77
40012,UNISAT-6,14.88209392,0.00464266,97.7868,0.00026042012,2.394e-05,610.7,96.76
40013,DEIMOS-2,14.93712071,0.00020057,97.5845,0.00015580031,1.594e-05,593.5,96.4
40014,BUGSAT-1 (TITA),15.15514147,0.0027553,98.0422,0.0002697834,5.083e-05,526.6,95.02
40016,SAUDISAT 4,14.79535246,0.0046239,97.7575,9.0933414e-05,6.41e-06,637.9,97.33
40018,APRIZESAT 9,14.74205655,0.00652438,97.9052,9.1505514e-05,5.72e-06,654.8,97.68
40020,BRITE-CA1 (TORONTO),14.72667572,0.00773765,97.9731,9.8553247e-05,6.03e-06,659.7,97.78
40021,DUCHIFAT-1,15.63249626,0.00041976,98.0468,0.0010615932,0.00098092,385.4,92.12
40024,NANOSATC-BR1,15.31244609,0.00037786,98.0734,0.00049266744,0.00014797,479.2,94.04
40025,QB50P1,15.18160069,0.00072406,98.097,0.00035728158,7.227e-05,518.5,94.85
40030,DTUSAT-2,15.14932323,0.00061861,98.0861,0.00030624998,5.635e-05,528.3,95.05
40032,QB50P2,15.15072964,0.00073027,98.0751,0.00031530919,5.829e-05,527.9,95.04
40039,PERSEUS-M1,14.95613103,0.0010696,97.9645,0.00012218588,1.297e-05,587.6,96.28
40042,POLYITAN-1,15.33024156,0.00081494,98.0952,0.00050688944,0.00016113,473.9,93.93
40043,TIGRISAT,14.85135319,0.0050709,97.7822,0.00024109,2.056e-05,620.3,96.96
40054,AISAT,15.08698884,0.00074566,98.2392,0.00053427541,8.314e-05,547.3,95.45
40055,CANX-4,14.81252527,0.00136037,98.3131,0.00011135788,8.11e-06,632.5,97.22
40056,CANX-5,14.81269696,0.00136144,98.3133,0.00011204197,8.17e-06,632.5,97.21
40057,VELOX-I,14.97824831,0.0006414,98.2547,0.00036026934,4.171e-05,580.8,96.14
40063,GONETS-M 10,12.42945606,0.00224168,82.511,0.00041281741,6.7e-07,1501.3,115.85
40069,METEOR-M 2,14.2145946,0.00069729,98.511,2.051739e-06,-3.8e-07,827.6,101.3
40071,DX1,14.89965546,0.00059128,98.3861,0.00018168977,1.688e-05,605.2,96.65
40074,UKUBE-1,15.13445461,0.00021761,98.4238,0.00045885898,8.128e-05,532.8,95.15
40118,GAOFEN-2,14.80894215,0.00058712,98.0111,0.00014315254,1.053e-05,633.6,97.24
40119,BRITE-PL2 (HEWELIUSZ),14.94573225,0.00151516,97.9091,0.00014098481,1.468e-05,590.8,96.35
40336,CBERS 4,14.35508325,0.00019974,98.3534,0.00013442324,3.44e-06,780.5,100.31
40376,SMAP,14.63360771,0.00012804,98.1276,8.1225142e-05,3.73e-06,689.5,98.4
40552,GONETS-M 11,12.42876887,0.00169029,82.4876,-0.00013882715,-9e-08,1501.6,115.86
40553,GONETS-M 12,12.42891132,0.0015653,82.491,0.00020714519,3.9e-07,1501.5,115.86
40554,GONETS-M 13,12.4286997,0.00139829,82.4871,-0.00023058731,-2.2e-07,1501.6,115.86
40715,DMC3-FM1,14.85732509,0.00072064,97.6476,7.2542183e-05,5.79e-06,618.4,96.92
40716,DMC3-FM2,14.85734581,0.00076346,97.6528,-5.2745e-07,-5.6e-07,618.4,96.92
40717,DMC3-FM3,14.85725242,0.00068276,97.6579,5.9666844e-05,4.67e-06,618.4,96.92
40718,CARBONITE 1 (CBNT-1),14.83565763,0.00136123,97.6509,0.00015466211,1.225e-05,625.2,97.06
40719,DEORBITSAIL,15.03760332,0.00113956,97.5892,0.00043477002,5.918e-05,562.5,95.76
40905,2015-049G,15.65922925,0.0004486,97.4564,0.00037803783,0.00038457,377.7,91.96
40908,LILACSAT-2,15.51225787,0.00052855,97.466,0.00027469889,0.00015995,420.3,92.83
40920,COSMOS 2507 (RODNIK-S 13),12.42926752,0.00104934,82.4918,0.00016767658,3.3e-07,1501.4,115.86
40921,COSMOS 2508 (RODNIK-S 14),12.42914269,0.00153428,82.4871,0.00033286108,5.6e-07,1501.4,115.86
40922,COSMOS 2509 (RODNIK-S 15),12.42883748,0.00158236,82.4879,0.00042687371,6.9e-07,1501.5,115.86
40958,LQSAT,14.76776914,0.00156614,97.6682,0.00012208943,8.09e-06,646.7,97.51
40959,LINGQIAO VIDEO A,14.77383123,0.00154113,97.6622,5.6086505e-05,3.51e-06,644.7,97.47
40960,LINGQIAO VIDEO B,14.77491697,0.0015485,97.6588,0.00012924106,8.74e-06,644.4,97.46
40961,JILIN-1,14.78149605,0.00153804,97.6506,0.00011017094,7.5e-06,642.3,97.42
40967,FOX-1A (AO-85),14.90937599,0.01300596,64.7757,0.00021318416,2.301e-05,602.1,96.58
40968,SINOD-D 1,14.95863431,0.01186722,64.7758,0.00025226035,3.076e-05,586.8,96.27
41105,ELEKTRO-L 2,1.00271662,8.802e-05,6.6749,0.0,-1.02e-06,35793.8,1436.1
41173,DAMPE,15.30767705,0.00137413,97.4561,3.6043192e-05,9.96e-06,480.7,94.07
41179,ORBCOMM FM114,14.58850721,0.00020551,47.0059,0.0001187471,3.9e-06,704.0,98.71
41182,ORBCOMM FM110,14.58869109,0.00027774,47.0029,0.00016934083,6.29e-06,704.0,98.71
41184,ORBCOMM FM112,14.58893591,0.0003307,47.0001,0.00015048331,5.4e-06,703.9,98.7
41185,ORBCOMM FM113,14.58851189,0.00018756,47.0018,0.00011609342,3.77e-06,704.0,98.71
41187,ORBCOMM FM108,14.58863816,0.00025953,47.0038,0.00011555411,3.75e-06,704.0,98.71
41188,ORBCOMM FM117,14.58859516,0.00030964,47.0001,0.000118322,3.88e-06,704.0,98.71
41189,ORBCOMM FM116,14.58872358,9.62e-05,47.0034,0.00015515764,5.63e-06,704.0,98.71
41338,CHUBUSAT-2,15.20809471,0.0008865,30.9984,0.00022176,5.133e-05,510.5,94.69
41339,CHUBUSAT-3,15.1849503,0.00093554,31.0056,0.00020091712,4.361e-05,517.5,94.83
41340,HORYU-4,15.90526809,0.00034613,30.9844,0.0010043265,0.00337518,307.9,90.54
41556,ZIYUAN 3-02 (ZY 3-02),15.214174,0.00114867,97.3837,0.00020944369,4.639e-05,508.7,94.65
41599,CARTOSAT-2C,15.19267574,0.00101062,97.449,0.00022945094,4.776e-05,515.2,94.78
41603,LAPAN-A3,15.3306259,0.00115962,97.1485,9.7797841e-05,3.054e-05,473.8,93.93
41727,GAOFEN-3,14.42214267,0.00012558,98.4015,-6.650212e-06,-6.5e-07,758.3,99.85
41783,PRATHAM,14.67186382,0.00299222,97.8323,0.00010413199,5.43e-06,677.2,98.15
41789,ALSAT-1N,14.69296247,0.00249518,97.8011,0.00012813705,7.12e-06,670.5,98.01
41847,CAS-2T & KS-1Q,14.44672243,0.03425709,98.3822,0.00022576155,1.558e-05,750.2,99.68
41857,YUNHAI-1 01,14.32700738,0.00064126,98.5835,0.00010760596,2.49e-06,789.9,100.51
41877,RESOURCESAT-2A,14.21615971,0.00033565,98.7524,0.00023262314,4.66e-06,827.0,101.29
41898,TANSAT,14.5994585,0.00200517,98.5366,8.9789652e-05,3.81e-06,700.5,98.63
41914,JILIN-1 03,15.41416418,0.0005948,97.195,0.00027849024,0.0001157,449.1,93.42
41948,CARTOSAT-2D,15.19288751,0.0003644,97.4111,0.0003286065,6.868e-05,515.1,94.78
42767,CARTOSAT-2E,15.19272646,0.00028705,97.4278,0.00024621588,5.125e-05,515.2,94.78
42794,D-SAT,15.16960688,0.00816885,97.5551,0.0002392715,5.072e-05,522.2,94.93
42803,IRIDIUM 113,14.34217577,0.00023131,86.3966,1.0769071e-05,5e-07,784.8,100.4
42828,NORSAT 2,15.21787997,0.00108491,97.4036,0.00042301636,9.549e-05,507.6,94.63
42829,TECHNOSAT,15.04911814,0.00187834,97.4262,0.00021641619,3.016e-05,558.9,95.69
42831,FLYING LAPTOP,15.01103306,0.00192663,97.4659,0.00027764316,3.51e-05,570.6,95.93
42835,WNISAT 1R,15.01732532,0.0010304,97.483,0.00016998,2.156e-05,568.7,95.89
42837,LEMUR-2-GREENBERG,15.31122099,0.00091868,97.382,0.00047226302,0.0001415,479.6,94.05
42840,LEMUR-2-FURIAUS,15.30030493,0.00085013,97.3771,0.0005665163,0.00016426,482.9,94.12
42846,CORVUS BC2,15.06248195,0.00142076,97.4054,0.00017768664,2.553e-05,554.8,95.6
42847,CORVUS BC1,15.06416487,0.0013225,97.4081,0.00020310757,2.939e-05,554.3,95.59
42954,VRSS-2,14.81183272,0.00183616,97.6519,8.155061e-05,5.86e-06,632.7,97.22
43005,MOHAMMED VI-A,14.77063263,0.0001504,97.9555,0.00017346109,1.173e-05,645.7,97.49
43010,FENGYUN 3D,14.19737266,0.00026566,99.0123,-9.0686657e-05,-2.38e-06,833.4,101.43
43012,CZ-4C R/B,14.58775567,0.01226619,98.5788,9.9863253e-05,4.61e-06,704.3,98.71
43013,NOAA 20 (JPSS-1),14.19510532,3.899e-05,98.7772,4.1119178e-05,4.2e-07,834.1,101.44
43016,MAKERSAT 0,15.31868325,0.01056621,97.4634,0.00045163241,0.00016498,477.4,94.0
43017,RADFXSAT (FOX-1B),15.12608951,0.01505748,97.4719,0.00034602019,7.911e-05,535.4,95.2
43022,JILIN-1 04,15.42276051,0.00035802,97.4847,0.00028814337,0.00012313,446.5,93.37
43023,JILIN-1 05,15.33772229,0.00038942,97.4854,0.00022695164,7.332e-05,471.7,93.89
43024,JILIN-1 06,15.33620758,0.00053332,97.4782,0.00015365723,4.914e-05,472.2,93.9
43072,IRIDIUM 116,14.34217501,0.00018903,86.3959,9.049082e-06,4.5e-07,784.8,100.4
43073,IRIDIUM 130,14.34217448,0.00018447,86.3964,-4.5525168e-05,-1.08e-06,784.8,100.4
43080,LKW-2,15.26255155,2.289e-05,97.1198,0.00030104751,7.733e-05,494.2,94.35
43099,SUPERVIEW-1 03,15.39032629,0.00467952,97.3133,0.00039629416,0.00015838,456.1,93.57
43111,CARTOSAT-2F,15.19168749,3.858e-05,97.4795,0.00031429668,6.542e-05,515.5,94.79
43146,LKW-3,15.351235,0.00025613,97.6603,0.0003744986,0.00012689,467.7,93.8
43152,ASNARO-2,15.22436579,0.00016335,97.3977,0.00038323332,8.797e-05,505.6,94.59
43159,JILIN-1 07,15.34611502,0.00101914,97.1776,0.00023639378,7.864e-05,469.2,93.83
43160,JILIN-1 08,15.33636152,0.00080738,97.1808,0.00019089868,6.137e-05,472.1,93.89
43186,S-NET D,15.16609598,0.00095491,97.5371,0.00023824019,4.592e-05,523.2,94.95
43187,S-NET B,15.16577938,0.00100424,97.5375,0.0002650402,5.113e-05,523.3,94.95
43188,S-NET A,15.16617465,0.00099686,97.5386,0.00023685188,4.567e-05,523.2,94.95
43189,S-NET C,15.16570695,0.0011129,97.5403,0.00025196294,4.857e-05,523.4,94.95
43215,PAZ,15.1914962,0.00017011,97.4447,8.3001714e-05,1.676e-05,515.5,94.79
43226,GOES 17,1.00271146,5.236e-05,0.9194,0.0,-1.65e-06,35793.9,1436.11
43236,LKW-4,15.61709341,0.00018564,97.6341,0.00047824431,0.00041263,389.9,92.21
43440,ZHUHAI-1 OVS-02,15.24936492,0.00014929,97.0393,0.0002728074,6.729e-05,498.1,94.43
43441,ZHUHAI-1 OHS-02,15.25785546,0.00074617,97.0378,0.00026840176,6.795e-05,495.6,94.38
43484,GAOFEN-6,14.76624229,0.0011378,97.7757,0.00012207314,8.04e-06,647.1,97.52
43485,LUOJIA-1 01,14.87263891,0.0009935,97.81,0.00030349891,2.684e-05,613.6,96.82
43529,PAKTES 1A,14.99080557,0.00224388,98.1303,0.00024867415,2.969e-05,576.9,96.06
43530,PRSS-1,14.81979736,0.0001764,97.782,0.00010631085,7.92e-06,630.2,97.17
43609,HAIYANG-1C,14.34177362,0.00119957,98.5189,7.5823019e-05,1.69e-06,784.9,100.41
43618,SSTL S1-4,14.96187686,0.00014828,97.5039,0.000140246,1.526e-05,585.8,96.24
43655,HAIYANG-2B,13.79306211,5.72e-05,99.3292,5.924e-05,1.7e-07,973.5,104.4
43656,CZ-4B R/B,14.31863848,0.02037534,99.3683,4.4732317e-05,9e-07,792.6,100.57
43662,CFOSAT,15.16333837,0.00024341,97.3605,0.00016839246,3.2e-05,524.1,94.97
43677,TEN-KOH,15.02916469,0.00108512,98.0782,0.00015931162,2.074e-05,565.0,95.81
43678,DIWATA-2B,15.00420507,0.00121501,98.1177,0.00018239583,2.23e-05,572.7,95.97
43679,STARS-AO,15.1697861,0.00024606,98.0519,0.00029049976,5.662e-05,522.1,94.93
43681,AUTCUBE 2,15.10043728,0.00102859,98.0718,0.0001918348,3.052e-05,543.2,95.36
43689,METOP-C,14.21510315,0.00015256,98.6646,5.3071375e-05,7.3e-07,827.4,101.3
43700,ES'HAIL 2,1.00273986,0.00018948,0.0124,0.0,1.62e-06,35793.1,1436.07
43717,MOHAMMED VI-B,14.77108602,0.00012215,97.9555,5.4386005e-05,3.33e-06,645.6,97.49
43719,HYSIS,14.7868261,0.00017465,97.984,0.00012452183,8.61e-06,640.6,97.38
43751,COSMOS 2530 (RODNIK-S 16),12.42880873,0.00204108,82.5144,-0.00037369594,-4.2e-07,1501.6,115.86
43752,COSMOS 2531 (RODNIK-S 17),12.4291234,0.00178777,82.5189,-0.00065119591,-8e-07,1501.4,115.86
43753,COSMOS 2532 (RODNIK-S 18),12.42909622,0.00192608,82.5134,0.00014638563,3e-07,1501.4,115.86
43758,MINXSS-2,15.46430741,0.0006224,97.4538,0.00068142,0.00033763,434.3,93.12
43759,SIRION PATHFINDER-2,15.14486025,0.00077161,97.4257,0.00021131784,3.826e-05,529.7,95.08
43768,AISTECHSAT 2,15.15382646,0.0003713,97.4299,0.00028319483,5.281e-05,527.0,95.03
43770,FOX-1CLIFF (AO-95),15.26553683,0.0008751,97.439,0.0004088,0.00010631,493.3,94.33
43772,2018-099Q,15.87363231,0.00076794,97.4121,0.0014045652,0.00383086,316.8,90.72
43773,RANGE-A,15.13332653,0.00105732,97.3972,0.00021208024,3.719e-05,533.2,95.15
43782,SNUSAT-2,15.217318,0.0009028,97.4067,0.00034153,7.677e-05,507.8,94.63
43784,SNUGLITE,15.27029608,0.00015784,97.3877,0.00039875272,0.00010508,491.8,94.3
43786,ITASAT,15.1897414,0.00128124,97.4034,0.0003055506,6.335e-05,516.1,94.8
43790,EAGLET-I,15.12889098,0.00113345,97.4234,0.00019796407,3.425e-05,534.5,95.18
43792,ESEO,15.04220705,0.00120256,97.3965,0.0001353977,1.826e-05,561.0,95.73
43796,THEA,15.34778285,0.0005967,97.4446,0.00049333,0.00016577,468.7,93.82
43798,ASTROCAST 0.1,15.49059824,0.00046082,97.4378,0.0006488025,0.00035205,426.6,92.96
43803,JY1SAT (JO-97),15.33439242,0.00041379,97.4136,0.00049533788,0.00015949,472.7,93.91
43804,SUOMI-100,15.28255069,0.0008475,97.4189,0.00038309,0.00010485,488.2,94.23
43809,CENTAURI-1,15.16298357,0.00137665,97.4228,0.00025735639,4.93e-05,524.2,94.97
43812,GLOBAL-2,15.08634233,0.00063447,97.3563,0.00020325294,3.122e-05,547.5,95.45
43820,SEAHAWK-1,15.22700232,0.0007261,97.3965,0.00034295491,7.931e-05,504.8,94.57
43831,SAUDISAT 5A,15.27979208,0.0010545,97.3074,0.00017729707,4.773e-05,489.0,94.24
43833,SAUDISAT 5B,15.28239801,0.00112002,97.318,0.00017194494,4.665e-05,488.2,94.23
43834,2018-102D,15.66419828,0.00036351,97.3434,0.00062976776,0.00065635,376.3,91.93
43879,ISAT,15.64078892,0.00015645,97.5882,0.00092418648,0.00088054,383.0,92.07
43880,UWE-4,15.45713387,0.00067446,97.5851,0.00061234567,0.00029581,436.4,93.16
43881,D-STAR ONE (SPARROW),15.72544134,0.00045753,97.6115,0.00094313896,0.00127478,358.8,91.57
43943,JILIN-1 09,15.204569,0.00037674,97.4733,0.00020086383,4.315e-05,511.6,94.71
43946,JILIN-1 10,15.25651341,0.00067141,97.4778,0.00020553637,5.158e-05,496.0,94.39
44047,EGYPTSAT-A (MISRSAT-A),14.72301797,0.0001218,98.0121,0.00024144058,1.477e-05,660.9,97.81
44078,EMISAT,14.43685129,0.00174002,98.4648,0.00013613371,4.19e-06,753.5,99.74
44312,JILIN-1 GAOFEN 3A,15.32487526,0.00065531,44.9764,0.0003335487,0.00010377,475.5,93.96
44316,WT 1B,15.2705617,0.00094482,44.9728,0.00037194999,9.787e-05,491.8,94.3
44339,PROX-1,14.90447065,0.0005287,23.9911,0.0011774,0.00012056,603.7,96.62
44340,NPSAT1,14.74518284,0.00078602,23.9993,0.00064999031,4.669e-05,653.8,97.66
44343,FORMOSAT 7-3,15.0975745,7.98e-05,23.9984,0.00020676979,3.771e-05,544.1,95.38
44349,FORMOSAT 7-1,14.96476311,0.00010151,23.9983,0.00017804491,2.374e-05,584.9,96.23
44350,FORMOSAT 7-4,14.96470956,0.00014622,23.997,0.00016931962,2.272e-05,584.9,96.23
44351,FORMOSAT 7-2,14.96472857,0.00010312,23.9971,0.00015537267,2.11e-05,584.9,96.23
44353,FORMOSAT 7-6,14.96480938,0.0001231,23.9993,0.00018633,2.47e-05,584.9,96.23
44358,FORMOSAT 7-5,14.9648799,7.071e-05,23.9998,0.00019074956,2.522e-05,584.9,96.23
44387,METEOR-M2 2,14.24364928,0.00022469,98.9145,0.00012343307,2.39e-06,817.8,101.1
44421,COSMOS 2535,14.91929312,0.00070565,97.5761,0.00010474377,1.006e-05,599.1,96.52
44499,GLOBAL-4,15.6372137,0.00064761,45.0065,0.00052825739,0.00050527,384.1,92.09
44528,ZY-1 02D,14.35458356,0.0002265,98.319,0.00010145363,2.5e-06,780.7,100.32
44530,TAURUS-1 (JINNIUZUO 1),14.72028407,0.00076743,98.6412,0.00080537704,5.007e-05,661.7,97.82
44536,ZHUHAI-1 03B,15.53724053,0.00077722,97.5518,0.00040505907,0.00025899,413.0,92.68
44538,ZHUHAI-1 03D,15.49377267,0.00068073,97.538,0.00050955463,0.00027924,425.7,92.94
44539,ZHUHAI-1 03E,15.40853333,0.00064429,97.56,0.00038246257,0.00015629,450.7,93.45
44694,ATLAS 5 CENTAUR DEB,1.77428026,0.4723613,13.614,0.0,-5.7e-07,22450.8,811.6
44703,GAOFEN-7,15.21551332,0.00178767,97.2434,0.00015297754,3.394e-05,508.3,94.64
44777,JILIN-1 GAOFEN 2A,15.39136382,0.00076347,97.4964,0.00031566376,0.00012174,455.8,93.56
44779,NINGXIA-1 1,14.02037536,0.00102848,45.0039,2.375878e-05,-9.3e-07,893.9,102.71
44783,NINGXIA-1 5,14.0208611,0.00098368,45.004,8.2885311e-05,-2e-08,893.7,102.7
44785,KL-ALPHA A,13.56042432,0.0012972,88.9255,-2.032611e-05,-2e-08,1057.2,106.19
44804,CARTOSAT-3,15.19240991,0.00125695,97.4311,0.00030710028,6.417e-05,515.3,94.78
44836,JILIN-1 GAOFEN 2B,15.20638357,0.00134275,97.4885,0.00023132274,5.017e-05,511.1,94.7
44879,TIANQIN 1 (CAS-6),14.954097,0.00128587,97.781,0.00020895904,2.254e-05,588.2,96.29
44880,ETRSS-1,14.95837679,0.00128711,97.7824,0.00042546095,4.702e-05,586.9,96.27
44881,TIANYAN 01,14.8651003,0.00149796,97.753,8.2771355e-05,6.8e-06,616.0,96.87
44882,TIANYAN 02,15.05147576,0.00144481,97.7933,0.00043568913,6.158e-05,558.2,95.67
44883,CBERS 4A,14.81624316,0.00014541,97.7494,6.6441037e-05,4.72e-06,631.3,97.19
44884,WEILAI 1R,15.00589902,0.0017931,97.7844,0.00040741101,5.102e-05,572.2,95.96
44885,FLORIPASAT-1,15.03809686,0.00134758,97.7914,0.00040137606,5.466e-05,562.3,95.76
44886,SHUNTIAN,14.95124549,0.00131062,97.7998,0.00022644571,2.429e-05,589.1,96.31
44889,2019-093L,14.94500528,0.0013285,97.7545,0.00035715262,3.805e-05,591.1,96.35
44903,ELEKTRO-L 3,1.00272173,0.00013045,0.2388,0.0,-7.9e-07,35793.6,1436.09
44905,GONETS-M 14,12.4287013,0.0013236,82.5228,0.00075382088,1.14e-06,1501.6,115.86
44906,GONETS-M 15,12.42871358,0.00146158,82.5247,0.00017920659,3.5e-07,1501.6,115.86
44907,GONETS-M 16,12.42891849,0.00096565,82.5193,0.00041452443,6.7e-07,1501.5,115.86
44909,RS-44 & BREEZE-KM R/B,12.79748699,0.0217875,82.5217,8.0700192e-05,3.2e-07,1349.6,112.52
45016,JILIN-1 KUANFU 01,15.10688862,0.00087739,97.5031,0.0001491939,2.408e-05,541.2,95.32
45602,XINGYUN-2 01,15.11780073,0.00078545,97.4866,0.00015196084,2.53e-05,537.9,95.25
45603,XINGYUN-2 02,15.11509667,0.00095585,97.507,0.00012159935,1.997e-05,538.7,95.27
45721,HAIYANG-1D,14.34170654,0.00030445,98.455,-3.500174e-06,-5.3e-07,785.0,100.41
45727,M2 PATHFINDER,15.04648075,0.0011852,97.816,0.00016065,2.197e-05,559.7,95.7
45856,GAOFEN DUOMO (GFDM),14.76871122,0.00124697,97.7749,8.0846828e-05,5.2e-06,646.4,97.5
45939,ZIYUAN 3-03 (ZY 3-03),15.2148133,0.00038686,97.2836,0.00023118464,5.132e-05,508.5,94.64
46277,NEMO-HD,15.44462726,0.00025023,97.1927,0.0002136276,9.805e-05,440.1,93.24
46292,3CAT-5A,15.4588787,0.0003083,97.241,0.00031928943,0.0001544,435.9,93.15
46293,3CAT-5B,15.47250253,0.00032506,97.2404,0.00032985283,0.00016722,431.9,93.07
46320,NAPA-1,15.6711287,0.00012515,97.247,0.00056304233,0.0006027,374.3,91.89
46457,JILIN-1 GAOFEN 3E,15.62839289,0.00124539,97.226,0.00061353825,0.00055641,386.6,92.14
46458,JILIN-1 GAOFEN 3F,15.60231232,0.00141286,97.2215,0.00055874304,0.00045812,394.1,92.29
46459,JILIN-1 GAOFEN 3G,15.70032042,0.00097143,97.2287,0.00063780217,0.00077273,365.9,91.72
46460,JILIN-1 GAOFEN 3H,15.66829189,0.00045911,97.2225,0.00061675641,0.00065352,375.1,91.91
46469,HAIYANG-2C,13.83374111,0.00091736,65.9969,-0.00010766591,-2e-06,959.1,104.09
46478,HJ-2A,14.76508348,0.0002414,97.8831,8.2001e-05,5.21e-06,647.5,97.53
46479,HJ-2B,14.76548841,0.00011796,97.8887,3.7393898e-05,2.11e-06,647.4,97.52
46486,GONETS-M 17,12.42872636,0.00233139,82.4996,-0.00027392699,-2.8e-07,1501.6,115.86
46487,GONETS-M 18,12.42873032,0.00205627,82.4949,0.00030856087,5.3e-07,1501.6,115.86
46488,GONETS-M 19,12.42891673,0.00144242,82.4974,-0.00023307378,-2.2e-07,1501.5,115.86
46493,DEKART,15.37199983,0.00073294,97.8744,0.00031114064,0.00011257,461.5,93.68
46494,NORBI,15.48173867,0.00044753,97.8631,0.00035281339,0.00018472,429.2,93.01
46495,SALSAT,15.29703223,0.00086211,97.8853,0.00024329255,6.924e-05,483.8,94.14
46497,ICEYE-X6,15.04481293,0.00084822,98.096,0.00021553233,2.95e-05,560.2,95.71
46504,NETSAT-4,15.43644527,0.00046982,97.8607,0.00035379708,0.00015855,442.5,93.29
46505,NETSAT-3,15.4244803,0.00051605,97.8657,0.00037330121,0.00016076,446.0,93.36
46506,NETSAT-1,15.34485984,0.00058024,97.8743,0.00035566339,0.00011804,469.6,93.84
46507,NETSAT-2,15.45713642,0.00043388,97.862,0.00042482768,0.00020456,436.4,93.16
46810,TIANQI-6,15.07137967,0.00092297,34.9988,0.00022210022,3.382e-05,552.1,95.55
46906,KSM1-C,15.26623766,0.00019919,36.8944,0.00033432074,8.879e-05,493.1,94.33
46907,KSM1-D,15.24625484,0.0004533,36.8947,0.00031838176,7.953e-05,499.0,94.45
46912,KSM1-A,15.25850116,0.0004737,36.8953,0.00035124,9.118e-05,495.4,94.37
46913,R2,15.25316026,0.00084913,36.8973,0.00025956339,6.606e-05,497.0,94.41
46914,KSM1-B,15.24411954,0.0006717,36.9006,0.0001752575,4.304e-05,499.7,94.46
47227,GONETS-M 20,12.42893416,0.0020891,82.5041,0.0001401291,2.9e-07,1501.5,115.86
47228,GONETS-M 21,12.42886531,0.00144476,82.4966,0.00025972724,4.6e-07,1501.5,115.86
47229,GONETS-M 22,12.42892751,0.00218295,82.5023,0.0005032289,8e-07,1501.5,115.86
47448,CUBEL,15.40916074,0.00063181,97.2333,0.00023397477,9.545e-05,450.5,93.45
47719,ARKTIKA-M 1,2.00625436,0.7285674,63.2417,0.0,-1.49e-06,20183.9,717.76
47883,STARLINK-2342,15.79237487,0.00016402,53.1551,0.00028947856,0.00052661,339.7,91.18
47934,GRUS-1B,14.98984313,0.00162358,97.5413,0.00014126066,1.657e-05,577.2,96.07
47937,2021-022F,15.32944267,0.00115999,97.3902,0.00024592953,7.763e-05,474.2,93.94
47945,UNISAT-7,15.40287665,0.00112022,97.39,0.00032633777,0.00013093,452.4,93.49
47953,2021-022X,15.73251698,0.00076053,97.3915,0.0006717183,0.00093235,356.7,91.53
47971,GLOBAL-9,15.46352175,0.00050937,44.9819,0.00037179921,0.00018461,434.5,93.12
48270,AII-BRAVO,15.03428491,0.00046846,97.5626,0.00031402225,4.215e-05,563.5,95.78
48271,TYVAK-182A,15.06110668,0.00057147,97.5734,0.00028683982,4.133e-05,555.2,95.61
48274,CSS (TIANHE),15.60534794,0.00083266,41.4694,0.0002570347,0.00021572,393.2,92.28
48606,TYVAK-0130,15.27472919,0.00108565,52.9976,0.0002718079,7.069e-05,490.5,94.27
48621,HAIYANG-2D,13.83375445,0.00113936,65.9998,4.0427669e-05,-3.7e-07,959.1,104.09
48843,2021-050D,15.23266156,0.00040161,97.3336,0.00024401671,5.715e-05,503.1,94.53
48892,TYVAK-0173,14.81867765,0.0010673,96.0086,0.00019929,1.545e-05,630.6,97.17
48907,MANDRAKE 2 ABLE,15.5472484,0.00050229,97.7041,0.00029419327,0.00019447,410.1,92.62
48908,MANDRAKE 2 BAKER,15.59220068,0.00035538,97.7011,0.00031761829,0.00024836,397.1,92.35
48909,PACE-1,15.78719432,7.026e-05,97.6769,0.00042589042,0.00074704,341.2,91.21
48915,YAM-3,15.48408808,0.00056094,97.6996,0.00020033314,0.00010525,428.5,93.0
48924,FARADAY_PHOENIX,15.76766143,0.00024281,97.6824,0.00068047218,0.00110004,346.7,91.33
48951,DEMO8 (TENZING),15.54742362,0.00068519,97.7033,0.00028501629,0.00018857,410.0,92.62
48963,NAPA-2,15.95777302,0.00026691,97.673,0.00072515668,0.00290503,293.3,90.24
